TITLE="Euler"
 VARIABLES="x","y","rho","p","u","v"
ZONE I=         100 J=         100 F=POINT
6.060606060606060774e-02 9.292929292929293927e-01 1.998709917068481445e+00 9.998648166656494141e-01 7.498278617858886719e-01 5.025775432586669922e-01
6.060606060606060774e-02 9.393939393939394478e-01 1.998984456062316895e+00 1.000071525573730469e+00 7.498031854629516602e-01 5.026781558990478516e-01
6.060606060606060774e-02 9.494949494949496138e-01 1.999200344085693359e+00 1.000229835510253906e+00 7.497862577438354492e-01 5.027489662170410156e-01
6.060606060606060774e-02 9.595959595959596689e-01 1.999372363090515137e+00 1.000351667404174805e+00 7.497745752334594727e-01 5.027972459793090820e-01
6.060606060606060774e-02 9.696969696969697239e-01 1.999510407447814941e+00 1.000445723533630371e+00 7.497675418853759766e-01 5.028290748596191406e-01
6.060606060606060774e-02 9.797979797979798899e-01 1.999623298645019531e+00 1.000518560409545898e+00 7.497634887695312500e-01 5.028480291366577148e-01
6.060606060606060774e-02 9.898989898989899450e-01 1.999715805053710938e+00 1.000575184822082520e+00 7.497619986534118652e-01 5.028573274612426758e-01
6.060606060606060774e-02 1.000000000000000000e+00 1.999791979789733887e+00 1.000619292259216309e+00 7.497622966766357422e-01 5.028597116470336914e-01
7.070707070707071829e-02 0.000000000000000000e+00 9.987719058990478516e-01 9.971371889114379883e-01 -7.487782239913940430e-01 4.991773366928100586e-01
7.070707070707071829e-02 1.010101010101010187e-02 9.985441565513610840e-01 9.967700242996215820e-01 -7.484377622604370117e-01 4.993675351142883301e-01
7.070707070707071829e-02 2.020202020202020374e-02 9.982703924179077148e-01 9.963372945785522461e-01 -7.480586767196655273e-01 4.995984435081481934e-01
7.070707070707071829e-02 3.030303030303030387e-02 9.979392886161804199e-01 9.958237409591674805e-01 -7.476330995559692383e-01 4.998823404312133789e-01
7.070707070707071829e-02 4.040404040404040747e-02 9.975363612174987793e-01 9.952099323272705078e-01 -7.471519708633422852e-01 5.002340078353881836e-01
7.070707070707071829e-02 5.050505050505051108e-02 9.970432519912719727e-01 9.944721460342407227e-01 -7.466027736663818359e-01 5.006716251373291016e-01
7.070707070707071829e-02 6.060606060606060774e-02 9.964381456375122070e-01 9.935812950134277344e-01 -7.459689378738403320e-01 5.012170076370239258e-01
7.070707070707071829e-02 7.070707070707071829e-02 9.956933856010437012e-01 9.925011396408081055e-01 -7.452293634414672852e-01 5.018962621688842773e-01
7.070707070707071829e-02 8.080808080808081495e-02 9.947754144668579102e-01 9.911875724792480469e-01 -7.443578243255615234e-01 5.027406215667724609e-01
7.070707070707071829e-02 9.090909090909091161e-02 9.936428070068359375e-01 9.895862340927124023e-01 -7.433197498321533203e-01 5.037873983383178711e-01
7.070707070707071829e-02 1.010101010101010222e-01 9.922468066215515137e-01 9.876317977905273438e-01 -7.420736551284790039e-01 5.050793290138244629e-01
7.070707070707071829e-02 1.111111111111111188e-01 9.905290603637695312e-01 9.852467775344848633e-01 -7.405689954757690430e-01 5.066668391227722168e-01
7.070707070707071829e-02 1.212121212121212155e-01 9.884225130081176758e-01 9.823400974273681641e-01 -7.387468814849853516e-01 5.086066722869873047e-01
7.070707070707071829e-02 1.313131313131313260e-01 9.858513474464416504e-01 9.788088798522949219e-01 -7.365397214889526367e-01 5.109635591506958008e-01
7.070707070707071829e-02 1.414141414141414366e-01 9.827334284782409668e-01 9.745396375656127930e-01 -7.338732481002807617e-01 5.138083100318908691e-01
7.070707070707071829e-02 1.515151515151515194e-01 9.789833426475524902e-01 9.694135189056396484e-01 -7.306683063507080078e-01 5.172156095504760742e-01
7.070707070707071829e-02 1.616161616161616299e-01 9.745169281959533691e-01 9.633122682571411133e-01 -7.268450260162353516e-01 5.212618708610534668e-01
7.070707070707071829e-02 1.717171717171717404e-01 9.692599177360534668e-01 9.561296701431274414e-01 -7.223258018493652344e-01 5.260185003280639648e-01
7.070707070707071829e-02 1.818181818181818232e-01 9.631526470184326172e-01 9.477818012237548828e-01 -7.170416116714477539e-01 5.315446853637695312e-01
7.070707070707071829e-02 1.919191919191919338e-01 9.561600089073181152e-01 9.382201433181762695e-01 -7.109355926513671875e-01 5.378795862197875977e-01
7.070707070707071829e-02 2.020202020202020443e-01 9.482777118682861328e-01 9.274415969848632812e-01 -7.039691209793090820e-01 5.450339317321777344e-01
7.070707070707071829e-02 2.121212121212121271e-01 9.395357370376586914e-01 9.154953956604003906e-01 -6.961268186569213867e-01 5.529857277870178223e-01
7.070707070707071829e-02 2.222222222222222376e-01 9.300000071525573730e-01 9.024850130081176758e-01 -6.874191761016845703e-01 5.616742372512817383e-01
7.070707070707071829e-02 2.323232323232323482e-01 9.197703003883361816e-01 8.885626792907714844e-01 -6.778832674026489258e-01 5.710055828094482422e-01
7.070707070707071829e-02 2.424242424242424310e-01 9.089725613594055176e-01 8.739193677902221680e-01 -6.675838232040405273e-01 5.808550119400024414e-01
7.070707070707071829e-02 2.525252525252525415e-01 8.977524638175964355e-01 8.587710857391357422e-01 -6.566060781478881836e-01 5.910761356353759766e-01
7.070707070707071829e-02 2.626262626262626521e-01 8.862645030021667480e-01 8.433431386947631836e-01 -6.450507640838623047e-01 6.015108227729797363e-01
7.070707070707071829e-02 2.727272727272727626e-01 8.746648430824279785e-01 8.278582096099853516e-01 -6.330283880233764648e-01 6.119950413703918457e-01
7.070707070707071829e-02 2.828282828282828731e-01 8.631031513214111328e-01 8.125238418579101562e-01 -6.206501722335815430e-01 6.223683953285217285e-01
7.070707070707071829e-02 2.929292929292929282e-01 8.517168164253234863e-01 7.975250482559204102e-01 -6.080224514007568359e-01 6.324784755706787109e-01
7.070707070707071829e-02 3.030303030303030387e-01 8.406286239624023438e-01 7.830215692520141602e-01 -5.952435731887817383e-01 6.421843171119689941e-01
7.070707070707071829e-02 3.131313131313131493e-01 8.299453854560852051e-01 7.691464424133300781e-01 -5.824010372161865234e-01 6.513566374778747559e-01
7.070707070707071829e-02 3.232323232323232598e-01 8.197560310363769531e-01 7.560058832168579102e-01 -5.695703029632568359e-01 6.598803400993347168e-01
7.070707070707071829e-02 3.333333333333333703e-01 8.101363778114318848e-01 7.436851263046264648e-01 -5.568156242370605469e-01 6.676512956619262695e-01
7.070707070707071829e-02 3.434343434343434809e-01 8.011457324028015137e-01 7.322468757629394531e-01 -5.441905260086059570e-01 6.745780706405639648e-01
7.070707070707071829e-02 3.535353535353535914e-01 7.928318977355957031e-01 7.217363119125366211e-01 -5.317388772964477539e-01 6.805810332298278809e-01
7.070707070707071829e-02 3.636363636363636465e-01 7.852311134338378906e-01 7.121844291687011719e-01 -5.194984674453735352e-01 6.855910420417785645e-01
7.070707070707071829e-02 3.737373737373737570e-01 7.783683538436889648e-01 7.036074399948120117e-01 -5.075004100799560547e-01 6.895502209663391113e-01
7.070707070707071829e-02 3.838383838383838675e-01 7.722598314285278320e-01 6.960107088088989258e-01 -4.957729279994964600e-01 6.924122571945190430e-01
7.070707070707071829e-02 3.939393939393939781e-01 7.669120430946350098e-01 6.893886327743530273e-01 -4.843418896198272705e-01 6.941426396369934082e-01
7.070707070707071829e-02 4.040404040404040886e-01 7.623221874237060547e-01 6.837248802185058594e-01 -4.732315242290496826e-01 6.947194337844848633e-01
7.070707070707071829e-02 4.141414141414141992e-01 7.584791779518127441e-01 6.789939403533935547e-01 -4.624661505222320557e-01 6.941339373588562012e-01
7.070707070707071829e-02 4.242424242424242542e-01 7.553626298904418945e-01 6.751613616943359375e-01 -4.520719349384307861e-01 6.923902630805969238e-01
7.070707070707071829e-02 4.343434343434343647e-01 7.529454827308654785e-01 6.721847653388977051e-01 -4.420735538005828857e-01 6.895050406455993652e-01
7.070707070707071829e-02 4.444444444444444753e-01 7.511921525001525879e-01 6.700147390365600586e-01 -4.324986636638641357e-01 6.855058670043945312e-01
7.070707070707071829e-02 4.545454545454545858e-01 7.500627636909484863e-01 6.685976982116699219e-01 -4.233761727809906006e-01 6.804300546646118164e-01
7.070707070707071829e-02 4.646464646464646964e-01 7.495130896568298340e-01 6.678771972656250000e-01 -4.147363603115081787e-01 6.743200421333312988e-01
7.070707070707071829e-02 4.747474747474748069e-01 7.494976520538330078e-01 6.677972078323364258e-01 -4.066126048564910889e-01 6.672226190567016602e-01
7.070707070707071829e-02 4.848484848484848619e-01 7.499708533287048340e-01 6.683044433593750000e-01 -3.990426361560821533e-01 6.591834425926208496e-01
7.070707070707071829e-02 4.949494949494949725e-01 7.508895397186279297e-01 6.693509817123413086e-01 -3.920690119266510010e-01 6.502475142478942871e-01
7.070707070707071829e-02 5.050505050505050830e-01 7.522147893905639648e-01 6.708960533142089844e-01 -3.857426345348358154e-01 6.404570341110229492e-01
7.070707070707071829e-02 5.151515151515152491e-01 7.539117932319641113e-01 6.729073524475097656e-01 -3.801228106021881104e-01 6.298530697822570801e-01
7.070707070707071829e-02 5.252525252525253041e-01 7.559487223625183105e-01 6.753590106964111328e-01 -3.752746284008026123e-01 6.184818744659423828e-01
7.070707070707071829e-02 5.353535353535353591e-01 7.582974433898925781e-01 6.782313585281372070e-01 -3.712674677371978760e-01 6.063997745513916016e-01
7.070707070707071829e-02 5.454545454545455252e-01 7.609279155731201172e-01 6.815049648284912109e-01 -3.681645691394805908e-01 5.936818718910217285e-01
7.070707070707071829e-02 5.555555555555555802e-01 7.638059854507446289e-01 6.851544380187988281e-01 -3.660113513469696045e-01 5.804317593574523926e-01
7.070707070707071829e-02 5.656565656565657463e-01 7.668884396553039551e-01 6.891415119171142578e-01 -3.648211061954498291e-01 5.667861700057983398e-01
7.070707070707071829e-02 5.757575757575758013e-01 7.701200246810913086e-01 6.934078335762023926e-01 -3.645652830600738525e-01 5.529119968414306641e-01
7.070707070707071829e-02 5.858585858585858563e-01 7.734304070472717285e-01 6.978709697723388672e-01 -3.651721775531768799e-01 5.389968752861022949e-01
7.070707070707071829e-02 5.959595959595960224e-01 7.767381072044372559e-01 7.024270296096801758e-01 -3.665418326854705811e-01 5.252235531806945801e-01
7.070707070707071829e-02 6.060606060606060774e-01 7.799592614173889160e-01 7.069612741470336914e-01 -3.685740530490875244e-01 5.117419958114624023e-01
7.070707070707071829e-02 6.161616161616162435e-01 7.830215096473693848e-01 7.113628983497619629e-01 -3.712139427661895752e-01 4.986468255519866943e-01
7.070707070707071829e-02 6.262626262626262985e-01 7.858806252479553223e-01 7.155332565307617188e-01 -3.744983375072479248e-01 4.859871268272399902e-01
7.070707070707071829e-02 6.363636363636364646e-01 7.885497212409973145e-01 7.193894386291503906e-01 -3.786247074604034424e-01 4.738297462463378906e-01
7.070707070707071829e-02 6.464646464646465196e-01 7.911977767944335938e-01 7.229046225547790527e-01 -3.840429484844207764e-01 4.623313546180725098e-01
7.070707070707071829e-02 6.565656565656565746e-01 7.944111227989196777e-01 7.263140082359313965e-01 -3.914305865764617920e-01 4.515743851661682129e-01
7.070707070707071829e-02 6.666666666666667407e-01 7.992920279502868652e-01 7.302438020706176758e-01 -4.009038507938385010e-01 4.410468637943267822e-01
7.070707070707071829e-02 6.767676767676767957e-01 8.059990406036376953e-01 7.340987920761108398e-01 -4.118701517581939697e-01 4.310961067676544189e-01
7.070707070707071829e-02 6.868686868686869618e-01 8.063021302223205566e-01 7.364566326141357422e-01 -4.293994605541229248e-01 4.234303236007690430e-01
7.070707070707071829e-02 6.969696969696970168e-01 1.622324824333190918e+00 7.438740730285644531e-01 8.085119128227233887e-01 3.362523615360260010e-01
7.070707070707071829e-02 7.070707070707071829e-01 1.639900565147399902e+00 7.593740224838256836e-01 8.058427572250366211e-01 3.461014032363891602e-01
7.070707070707071829e-02 7.171717171717172379e-01 1.664024233818054199e+00 7.773320674896240234e-01 8.007626533508300781e-01 3.580540716648101807e-01
7.070707070707071829e-02 7.272727272727272929e-01 1.693430542945861816e+00 7.973856925964355469e-01 7.946445941925048828e-01 3.716827332973480225e-01
7.070707070707071829e-02 7.373737373737374590e-01 1.727544546127319336e+00 8.198275566101074219e-01 7.881993055343627930e-01 3.870825767517089844e-01
7.070707070707071829e-02 7.474747474747475140e-01 1.765238404273986816e+00 8.443356752395629883e-01 7.817766666412353516e-01 4.038092494010925293e-01
7.070707070707071829e-02 7.575757575757576801e-01 1.804631829261779785e+00 8.699316978454589844e-01 7.756328582763671875e-01 4.209814667701721191e-01
7.070707070707071829e-02 7.676767676767677351e-01 1.843337297439575195e+00 8.951830863952636719e-01 7.700109481811523438e-01 4.375391304492950439e-01
7.070707070707071829e-02 7.777777777777777901e-01 1.878918409347534180e+00 9.185280799865722656e-01 7.651242017745971680e-01 4.524940848350524902e-01
7.070707070707071829e-02 7.878787878787879562e-01 1.909470915794372559e+00 9.386897087097167969e-01 7.611023187637329102e-01 4.651591479778289795e-01
7.070707070707071829e-02 7.979797979797980112e-01 1.934053659439086914e+00 9.550074338912963867e-01 7.579593062400817871e-01 4.752711355686187744e-01
7.070707070707071829e-02 8.080808080808081773e-01 1.952758550643920898e+00 9.675089120864868164e-01 7.556062936782836914e-01 4.829615056514739990e-01
7.070707070707071829e-02 8.181818181818182323e-01 1.966400504112243652e+00 9.767121076583862305e-01 7.539010047912597656e-01 4.886062741279602051e-01
7.070707070707071829e-02 8.282828282828283983e-01 1.976081609725952148e+00 9.833313226699829102e-01 7.526891231536865234e-01 4.926604330539703369e-01
7.070707070707071829e-02 8.383838383838384534e-01 1.982861518859863281e+00 9.880506992340087891e-01 7.518356442451477051e-01 4.955441951751708984e-01
7.070707070707071829e-02 8.484848484848485084e-01 1.987595319747924805e+00 9.914201498031616211e-01 7.512344121932983398e-01 4.975937902927398682e-01
7.070707070707071829e-02 8.585858585858586745e-01 1.990913987159729004e+00 9.938420057296752930e-01 7.508093714714050293e-01 4.990566670894622803e-01
7.070707070707071829e-02 8.686868686868687295e-01 1.993260741233825684e+00 9.955980777740478516e-01 7.505075335502624512e-01 5.001082420349121094e-01
7.070707070707071829e-02 8.787878787878788955e-01 1.994938492774963379e+00 9.968823194503784180e-01 7.502924203872680664e-01 5.008693933486938477e-01
7.070707070707071829e-02 8.888888888888889506e-01 1.996153235435485840e+00 9.978291988372802734e-01 7.501385807991027832e-01 5.014234781265258789e-01
7.070707070707071829e-02 8.989898989898991166e-01 1.997044920921325684e+00 9.985326528549194336e-01 7.500286102294921875e-01 5.018285512924194336e-01
7.070707070707071829e-02 9.090909090909091717e-01 1.997709155082702637e+00 9.990588426589965820e-01 7.499494552612304688e-01 5.021250247955322266e-01
7.070707070707071829e-02 9.191919191919192267e-01 1.998210906982421875e+00 9.994550943374633789e-01 7.498931884765625000e-01 5.023422241210937500e-01
7.070707070707071829e-02 9.292929292929293927e-01 1.998594760894775391e+00 9.997552633285522461e-01 7.498525977134704590e-01 5.025007128715515137e-01
7.070707070707071829e-02 9.393939393939394478e-01 1.998892784118652344e+00 9.999841451644897461e-01 7.498238086700439453e-01 5.026147365570068359e-01
7.070707070707071829e-02 9.494949494949496138e-01 1.999125957489013672e+00 1.000159502029418945e+00 7.498033642768859863e-01 5.026962757110595703e-01
7.070707070707071829e-02 9.595959595959596689e-01 1.999310970306396484e+00 1.000294446945190430e+00 7.497895359992980957e-01 5.027532577514648438e-01
7.070707070707071829e-02 9.696969696969697239e-01 1.999460577964782715e+00 1.000398874282836914e+00 7.497804164886474609e-01 5.027915239334106445e-01
7.070707070707071829e-02 9.797979797979798899e-01 1.999580860137939453e+00 1.000479936599731445e+00 7.497749328613281250e-01 5.028159618377685547e-01
7.070707070707071829e-02 9.898989898989899450e-01 1.999678969383239746e+00 1.000542879104614258e+00 7.497721910476684570e-01 5.028300285339355469e-01
7.070707070707071829e-02 1.000000000000000000e+00 1.999760031700134277e+00 1.000592112541198730e+00 7.497714757919311523e-01 5.028357505798339844e-01
8.080808080808081495e-02 0.000000000000000000e+00 9.986510872840881348e-01 9.969104528427124023e-01 -7.485888004302978516e-01 4.991106986999511719e-01
8.080808080808081495e-02 1.010101010101010187e-02 9.983884096145629883e-01 9.964952468872070312e-01 -7.482100725173950195e-01 4.993295669555664062e-01
8.080808080808081495e-02 2.020202020202020374e-02 9.980700612068176270e-01 9.960010051727294922e-01 -7.477858066558837891e-01 4.995986223220825195e-01
8.080808080808081495e-02 3.030303030303030387e-02 9.976819157600402832e-01 9.954091310501098633e-01 -7.473073005676269531e-01 4.999324977397918701e-01
8.080808080808081495e-02 4.040404040404040747e-02 9.972063302993774414e-01 9.946962594985961914e-01 -7.467619180679321289e-01 5.003491044044494629e-01
8.080808080808081495e-02 5.050505050505051108e-02 9.966216087341308594e-01 9.938334226608276367e-01 -7.461341619491577148e-01 5.008699893951416016e-01
8.080808080808081495e-02 6.060606060606060774e-02 9.959010481834411621e-01 9.927854537963867188e-01 -7.454042434692382812e-01 5.015203952789306641e-01
8.080808080808081495e-02 7.070707070707071829e-02 9.950107932090759277e-01 9.915087223052978516e-01 -7.445454597473144531e-01 5.023313760757446289e-01
8.080808080808081495e-02 8.080808080808081495e-02 9.939112067222595215e-01 9.899495840072631836e-01 -7.435253858566284180e-01 5.033393502235412598e-01
8.080808080808081495e-02 9.090909090909091161e-02 9.925532937049865723e-01 9.880437850952148438e-01 -7.423030138015747070e-01 5.045874118804931641e-01
8.080808080808081495e-02 1.010101010101010222e-01 9.908793568611145020e-01 9.857139587402343750e-01 -7.408287525177001953e-01 5.061246156692504883e-01
8.080808080808081495e-02 1.111111111111111188e-01 9.888222813606262207e-01 9.828697443008422852e-01 -7.390440702438354492e-01 5.080088973045349121e-01
8.080808080808081495e-02 1.212121212121212155e-01 9.863064885139465332e-01 9.794076681137084961e-01 -7.368820905685424805e-01 5.103044509887695312e-01
8.080808080808081495e-02 1.313131313131313260e-01 9.832481741905212402e-01 9.752131700515747070e-01 -7.342677116394042969e-01 5.130833387374877930e-01
8.080808080808081495e-02 1.414141414141414366e-01 9.795601963996887207e-01 9.701645374298095703e-01 -7.311216592788696289e-01 5.164221525192260742e-01
8.080808080808081495e-02 1.515151515151515194e-01 9.751558303833007812e-01 9.641398191452026367e-01 -7.273617982864379883e-01 5.203998088836669922e-01
8.080808080808081495e-02 1.616161616161616299e-01 9.699562191963195801e-01 9.570273160934448242e-01 -7.229086160659790039e-01 5.250909924507141113e-01
8.080808080808081495e-02 1.717171717171717404e-01 9.638969302177429199e-01 9.487358331680297852e-01 -7.176896333694458008e-01 5.305608510971069336e-01
8.080808080808081495e-02 1.818181818181818232e-01 9.569364190101623535e-01 9.392083883285522461e-01 -7.116445302963256836e-01 5.368545055389404297e-01
8.080808080808081495e-02 1.919191919191919338e-01 9.490647912025451660e-01 9.284336566925048828e-01 -7.047311067581176758e-01 5.439900755882263184e-01
8.080808080808081495e-02 2.020202020202020443e-01 9.403056502342224121e-01 9.164531230926513672e-01 -6.969298124313354492e-01 5.519526600837707520e-01
8.080808080808081495e-02 2.121212121212121271e-01 9.307199120521545410e-01 9.033625125885009766e-01 -6.882472038269042969e-01 5.606892704963684082e-01
8.080808080808081495e-02 2.222222222222222376e-01 9.204031229019165039e-01 8.893103599548339844e-01 -6.787184476852416992e-01 5.701111555099487305e-01
8.080808080808081495e-02 2.323232323232323482e-01 9.094788432121276855e-01 8.744846582412719727e-01 -6.684050559997558594e-01 5.800994038581848145e-01
8.080808080808081495e-02 2.424242424242424310e-01 8.980915546417236328e-01 8.591017723083496094e-01 -6.573916673660278320e-01 5.905111432075500488e-01
8.080808080808081495e-02 2.525252525252525415e-01 8.863966464996337891e-01 8.433895111083984375e-01 -6.457799673080444336e-01 6.011896133422851562e-01
8.080808080808081495e-02 2.626262626262626521e-01 8.745509982109069824e-01 8.275725841522216797e-01 -6.336801052093505859e-01 6.119732856750488281e-01
8.080808080808081495e-02 2.727272727272727626e-01 8.627064824104309082e-01 8.118627071380615234e-01 -6.212043762207031250e-01 6.227018833160400391e-01
8.080808080808081495e-02 2.828282828282828731e-01 8.510031104087829590e-01 7.964496612548828125e-01 -6.084614992141723633e-01 6.332225799560546875e-01
8.080808080808081495e-02 2.929292929292929282e-01 8.395661711692810059e-01 7.814964056015014648e-01 -5.955506563186645508e-01 6.433938741683959961e-01
8.080808080808081495e-02 3.030303030303030387e-01 8.285042047500610352e-01 7.671400308609008789e-01 -5.825607776641845703e-01 6.530857682228088379e-01
8.080808080808081495e-02 3.131313131313131493e-01 8.179106712341308594e-01 7.534912824630737305e-01 -5.695681571960449219e-01 6.621809005737304688e-01
8.080808080808081495e-02 3.232323232323232598e-01 8.078615665435791016e-01 7.406367063522338867e-01 -5.566363334655761719e-01 6.705737113952636719e-01
8.080808080808081495e-02 3.333333333333333703e-01 7.984207272529602051e-01 7.286436557769775391e-01 -5.438182353973388672e-01 6.781696677207946777e-01
8.080808080808081495e-02 3.434343434343434809e-01 7.896380424499511719e-01 7.175610065460205078e-01 -5.311567783355712891e-01 6.848845481872558594e-01
8.080808080808081495e-02 3.535353535353535914e-01 7.815535068511962891e-01 7.074234485626220703e-01 -5.186870098114013672e-01 6.906440854072570801e-01
8.080808080808081495e-02 3.636363636363636465e-01 7.741973400115966797e-01 6.982532739639282227e-01 -5.064380168914794922e-01 6.953834295272827148e-01
8.080808080808081495e-02 3.737373737373737570e-01 7.675900459289550781e-01 6.900604963302612305e-01 -4.944345653057098389e-01 6.990475058555603027e-01
8.080808080808081495e-02 3.838383838383838675e-01 7.617442607879638672e-01 6.828463077545166016e-01 -4.826984107494354248e-01 7.015920877456665039e-01
8.080808080808081495e-02 3.939393939393939781e-01 7.566633224487304688e-01 6.766010522842407227e-01 -4.712496101856231689e-01 7.029840946197509766e-01
8.080808080808081495e-02 4.040404040404040886e-01 7.523436546325683594e-01 6.713075041770935059e-01 -4.601096212863922119e-01 7.032024264335632324e-01
8.080808080808081495e-02 4.141414141414141992e-01 7.487717270851135254e-01 6.669378280639648438e-01 -4.492991268634796143e-01 7.022386789321899414e-01
8.080808080808081495e-02 4.242424242424242542e-01 7.459271550178527832e-01 6.634567975997924805e-01 -4.388404190540313721e-01 7.000969648361206055e-01
8.080808080808081495e-02 4.343434343434343647e-01 7.437805533409118652e-01 6.608211994171142578e-01 -4.287578761577606201e-01 6.967939138412475586e-01
8.080808080808081495e-02 4.444444444444444753e-01 7.422962784767150879e-01 6.589808464050292969e-01 -4.190770089626312256e-01 6.923574805259704590e-01
8.080808080808081495e-02 4.545454545454545858e-01 7.414333224296569824e-01 6.578813791275024414e-01 -4.098263680934906006e-01 6.868240833282470703e-01
8.080808080808081495e-02 4.646464646464646964e-01 7.411466836929321289e-01 6.574660539627075195e-01 -4.010373055934906006e-01 6.802362799644470215e-01
8.080808080808081495e-02 4.747474747474748069e-01 7.413884401321411133e-01 6.576775312423706055e-01 -3.927445709705352783e-01 6.726399660110473633e-01
8.080808080808081495e-02 4.848484848484848619e-01 7.421126961708068848e-01 6.584622859954833984e-01 -3.849888145923614502e-01 6.640803217887878418e-01
8.080808080808081495e-02 4.949494949494949725e-01 7.432754039764404297e-01 6.597715616226196289e-01 -3.778178989887237549e-01 6.546017527580261230e-01
8.080808080808081495e-02 5.050505050505050830e-01 7.448346018791198730e-01 6.615642309188842773e-01 -3.712894618511199951e-01 6.442461609840393066e-01
8.080808080808081495e-02 5.151515151515152491e-01 7.467544078826904297e-01 6.638069748878479004e-01 -3.654710948467254639e-01 6.330560445785522461e-01
8.080808080808081495e-02 5.252525252525253041e-01 7.490009665489196777e-01 6.664738655090332031e-01 -3.604391515254974365e-01 6.210801601409912109e-01
8.080808080808081495e-02 5.353535353535353591e-01 7.515437006950378418e-01 6.695445775985717773e-01 -3.562742769718170166e-01 6.083790659904479980e-01
8.080808080808081495e-02 5.454545454545455252e-01 7.543494105339050293e-01 6.729986667633056641e-01 -3.530499637126922607e-01 5.950365066528320312e-01
8.080808080808081495e-02 5.555555555555555802e-01 7.573823332786560059e-01 6.768110990524291992e-01 -3.508215844631195068e-01 5.811650753021240234e-01
8.080808080808081495e-02 5.656565656565657463e-01 7.605971693992614746e-01 6.809436082839965820e-01 -3.496070206165313721e-01 5.669142007827758789e-01
8.080808080808081495e-02 5.757575757575758013e-01 7.639370560646057129e-01 6.853374242782592773e-01 -3.493781983852386475e-01 5.524629354476928711e-01
8.080808080808081495e-02 5.858585858585858563e-01 7.673318386077880859e-01 6.899108886718750000e-01 -3.500609099864959717e-01 5.380102992057800293e-01
8.080808080808081495e-02 5.959595959595960224e-01 7.707006931304931641e-01 6.945608854293823242e-01 -3.515475094318389893e-01 5.237454175949096680e-01
8.080808080808081495e-02 6.060606060606060774e-01 7.739610671997070312e-01 6.991742253303527832e-01 -3.537317812442779541e-01 5.098187327384948730e-01
8.080808080808081495e-02 6.161616161616162435e-01 7.770420908927917480e-01 7.036406993865966797e-01 -3.565509021282196045e-01 4.963221251964569092e-01
8.080808080808081495e-02 6.262626262626262985e-01 7.798994183540344238e-01 7.078588604927062988e-01 -3.600333631038665771e-01 4.833036065101623535e-01
8.080808080808081495e-02 6.363636363636364646e-01 7.825507521629333496e-01 7.117406129837036133e-01 -3.643681108951568604e-01 4.708350896835327148e-01
8.080808080808081495e-02 6.464646464646465196e-01 7.851904630661010742e-01 7.152682542800903320e-01 -3.699958622455596924e-01 4.590662419795989990e-01
8.080808080808081495e-02 6.565656565656565746e-01 7.884826660156250000e-01 7.187340259552001953e-01 -3.775497376918792725e-01 4.480066597461700439e-01
8.080808080808081495e-02 6.666666666666667407e-01 7.935516834259033203e-01 7.227699756622314453e-01 -3.870040476322174072e-01 4.370856583118438721e-01
8.080808080808081495e-02 6.767676767676767957e-01 8.004145622253417969e-01 7.265263795852661133e-01 -3.983701765537261963e-01 4.271922707557678223e-01
8.080808080808081495e-02 6.868686868686869618e-01 7.763345241546630859e-01 7.282567024230957031e-01 -3.514750897884368896e-01 4.137026071548461914e-01
8.080808080808081495e-02 6.969696969696970168e-01 1.610351681709289551e+00 7.366374731063842773e-01 8.108769655227661133e-01 3.308374881744384766e-01
8.080808080808081495e-02 7.070707070707071829e-01 1.627765178680419922e+00 7.518373727798461914e-01 8.079690933227539062e-01 3.405268490314483643e-01
8.080808080808081495e-02 7.171717171717172379e-01 1.651561260223388672e+00 7.694381475448608398e-01 8.027952909469604492e-01 3.522870838642120361e-01
8.080808080808081495e-02 7.272727272727272929e-01 1.680444002151489258e+00 7.890855073928833008e-01 7.966764569282531738e-01 3.657182753086090088e-01
8.080808080808081495e-02 7.373737373737374590e-01 1.714029669761657715e+00 8.111385107040405273e-01 7.902350425720214844e-01 3.809677958488464355e-01
8.080808080808081495e-02 7.474747474747475140e-01 1.751426815986633301e+00 8.354045152664184570e-01 7.837789654731750488e-01 3.976783156394958496e-01
8.080808080808081495e-02 7.575757575757576801e-01 1.790994405746459961e+00 8.610570430755615234e-01 7.775387167930603027e-01 4.150542914867401123e-01
8.080808080808081495e-02 7.676767676767677351e-01 1.830507993698120117e+00 8.867788314819335938e-01 7.717465162277221680e-01 4.320792257785797119e-01
8.080808080808081495e-02 7.777777777777777901e-01 1.867535352706909180e+00 9.110219478607177734e-01 7.666237354278564453e-01 4.477380216121673584e-01
8.080808080808081495e-02 7.878787878787879562e-01 1.899980545043945312e+00 9.323927164077758789e-01 7.623310089111328125e-01 4.612470865249633789e-01
8.080808080808081495e-02 7.979797979797980112e-01 1.926598191261291504e+00 9.500263929367065430e-01 7.589188814163208008e-01 4.722179472446441650e-01
8.080808080808081495e-02 8.080808080808081773e-01 1.947185993194580078e+00 9.637515544891357422e-01 7.563290596008300781e-01 4.806756079196929932e-01
8.080808080808081495e-02 8.181818181818182323e-01 1.962380170822143555e+00 9.739657640457153320e-01 7.544318437576293945e-01 4.869415163993835449e-01
8.080808080808081495e-02 8.282828282828283983e-01 1.973241686820983887e+00 9.813539981842041016e-01 7.530755996704101562e-01 4.914637207984924316e-01
